sample,n_loci,n_used_fw_reads,mean_cov,mean_cov_ns,Raw,Espece,Notes_groupe
S_23_01859,102173,1381268,13.519,14.45,7271057,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01860,96868,1278343,13.197,14.162,6399018,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01863,86500,878425,10.155,10.539,4555473,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01864,105296,1609653,15.287,16.355,7861686,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01865,84736,754722,8.907,9.151,3765107,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01866,6226,37723,6.059,5.645,309278,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01867,87246,901156,10.329,10.728,4485818,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01868,2124,12467,5.87,5.513,124960,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01869,99165,1442632,14.548,15.508,7325622,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01871,102614,1324862,12.911,13.901,6517381,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01872,110188,2392820,21.716,23.689,11564690,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01873,98216,1909545,19.442,20.711,9662978,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01874,97725,1862980,19.063,20.397,9856913,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01875,112000,2395163,21.385,24.392,11623552,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01876,88479,1005636,11.366,11.852,5184292,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01877,110601,1832084,16.565,18.415,9042722,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01878,107776,1952165,18.113,19.607,9604331,undatum,Groupe_EGSL_Pointe_a_Emile_Inshore
S_23_01890,87873,1091346,12.42,12.97,5777680,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01892,17141,103911,6.062,5.789,769835,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01893,65097,479448,7.365,7.42,2579036,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01894,110751,2197432,19.841,21.92,11450864,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01895,85743,1232306,14.372,15.132,6499202,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01896,93460,1081383,11.571,12.224,5247203,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01898,86816,996807,11.482,12.045,5307825,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01899,93379,1024018,10.966,11.51,5304159,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01900,105637,1209948,11.454,12.427,6131085,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01901,7005,45185,6.45,6.057,633396,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01903,71684,545678,7.612,7.436,3957552,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01904,92185,2178166,23.628,25.303,11612756,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01905,106054,2380399,22.445,24.441,12427001,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01906,61225,445270,7.273,7.326,2462116,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01907,96381,1395315,14.477,15.465,7568759,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01908,83629,933966,11.168,11.622,5007751,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01909,68099,557536,8.187,8.33,3022883,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01910,65327,1180336,18.068,18.491,13280015,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01911,100852,1359691,13.482,14.48,7170883,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01912,95726,1102667,11.519,12.172,5604321,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01913,32204,519279,16.125,16.473,9223320,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01915,109427,2472689,22.597,24.987,13201658,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01916,102572,2112573,20.596,22.159,11012234,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01917,93618,1372826,14.664,15.567,7310794,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01918,106732,1758633,16.477,17.726,8642421,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01919,746,4377,5.867,5.681,57727,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01920,31407,196727,6.264,6.116,1252192,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01921,84309,967068,11.471,11.912,5090685,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01922,68844,1467267,21.313,21.885,15391826,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01923,100622,1441659,14.327,15.348,7544950,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01924,98601,1087568,11.03,11.617,5588989,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01925,101021,1816354,17.98,19.674,9458126,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01926,102103,1392893,13.642,14.697,7352293,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01927,91680,1052876,11.484,12.063,5598353,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01928,101902,1805071,17.714,19.361,9961905,undatum,Groupe_EGSL_Mingan_Offshore
S_23_01999,106886,2318867,21.695,23.732,12162532,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02000,42136,280146,6.649,6.636,1626182,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02001,95340,1504850,15.784,16.711,7794854,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02002,82429,730791,8.866,9.188,3910436,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02003,51878,360300,6.945,6.924,2023530,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02004,79386,876314,11.039,11.409,4701491,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02005,104102,2168376,20.829,22.572,11208872,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02006,110420,2189618,19.83,21.715,11267133,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02007,65188,495810,7.606,7.791,2598031,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02008,105359,1665283,15.806,16.999,8676712,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02009,98051,1838564,18.751,20.271,9642169,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02010,84066,838592,9.975,10.421,4314121,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02011,101694,1901163,18.695,20.293,9659763,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02012,1985,12539,6.317,5.923,125431,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02013,14067,86409,6.143,5.833,628286,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02014,104926,1560876,14.876,15.98,8143904,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02015,27587,173856,6.302,6.189,1080938,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02016,54791,386954,7.062,7.135,2127955,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02017,106474,1367691,12.845,13.988,6891569,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02018,32722,209071,6.389,6.269,1276890,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02019,92100,919549,9.984,10.464,4656210,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02020,87054,1005934,11.555,12.044,5278823,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02021,101028,1260490,12.477,13.278,6558980,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02022,98743,1165305,11.801,12.518,6140532,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02023,113711,802198,7.055,7.86,3854021,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02024,43513,296621,6.817,6.774,1746273,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02025,88309,802619,9.089,9.447,4165156,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02026,102473,1991061,19.43,21.17,10093494,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02027,87518,843605,9.639,10.02,4399442,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02028,101848,2383316,23.401,25.35,12350643,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02029,98652,1353252,13.717,14.608,7059781,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02030,12952,79351,6.127,5.683,577928,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02031,87635,805896,9.196,9.53,4206390,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02032,101984,2110853,20.698,22.615,10867272,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02033,104249,1502817,14.416,15.625,7531647,undatum,Groupe_EGSL_Forestville_Offshore
S_23_02034,104225,1697509,16.287,17.636,8960521,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02035,92625,1110592,11.99,12.723,5611933,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02036,39307,252179,6.416,6.359,1488047,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02037,96928,1541385,15.902,16.995,8225145,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02038,996,6487,6.513,6.248,69994,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02039,5295,33581,6.342,5.949,300750,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02040,110040,1836935,16.693,18.211,9200093,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02041,42305,285532,6.749,6.714,1651434,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02042,96934,1277513,13.179,14.153,6341306,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02043,29641,189223,6.384,6.291,1166406,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02044,18505,114755,6.201,6.046,776019,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02045,19502,121220,6.216,6.045,827584,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02046,87949,864259,9.827,10.37,4353940,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02047,31199,196245,6.29,6.177,1218530,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02048,99332,1400683,14.101,15.001,7283641,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02050,3576,25055,7.006,6.146,185006,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02051,22867,143056,6.256,6.028,921159,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02052,2684,17052,6.353,5.897,162801,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02053,53349,422661,7.923,8.079,2304716,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02054,26163,169341,6.473,6.262,1000473,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02055,1186,7294,6.15,5.848,85704,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02056,39116,261123,6.676,6.627,1562868,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02057,112996,2037687,18.033,20.024,10371548,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02058,6317,39262,6.215,5.878,334201,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02059,110317,2511598,22.767,25.485,13382881,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02060,547,3062,5.598,5.555,50669,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02061,11410,69517,6.093,5.816,538857,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02062,6833,42494,6.219,5.963,336424,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02064,60214,499390,8.294,8.556,2699600,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02065,39563,283995,7.178,7.228,1616698,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02066,23955,147400,6.153,6.072,930823,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02067,9597,58304,6.075,5.743,463347,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02068,1912,12212,6.387,6.187,123655,undatum,Groupe_EGSL_Baie_Comeau_Offshore
S_23_02076,2647,16209,6.124,5.432,143625,scalariforme,NA
S_23_02077,80757,766524,9.492,10.254,4051063,scalariforme,NA
S_23_02078,1512,9417,6.228,5.388,92372,scalariforme,NA
S_23_02079,71723,603535,8.415,8.887,3349085,scalariforme,NA
S_23_02080,121017,3647418,30.14,36.385,18757091,scalariforme,NA
S_23_02081,100761,1565350,15.535,17.845,8461598,scalariforme,NA
S_23_02086,96037,1013861,10.557,11.698,5846733,cyaneum,NA
S_23_02087,106945,1552641,14.518,16.358,8507301,cyaneum,NA
S_23_02088,115005,2570760,22.353,26.492,14538207,cyaneum,NA
S_23_02089,47798,366285,7.663,7.914,2185540,cyaneum,NA
S_23_02090,74134,637258,8.596,9.105,3784748,cyaneum,NA
S_23_02093,25932,168757,6.508,6.228,1075714,terraenovae,NA
S_23_02094,76034,732683,9.636,10.491,3825451,terraenovae,NA
S_23_02095,98851,2110225,21.348,23.072,11335464,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02096,111474,2070482,18.574,20.696,11285051,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02097,7632,46876,6.142,5.773,399934,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02098,90994,1151415,12.654,13.266,5964234,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02099,81397,871593,10.708,11.157,4883085,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02100,98799,1371302,13.88,14.904,7097049,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02101,107677,1595349,14.816,16.009,8220250,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02102,105003,1788822,17.036,18.424,9305059,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02103,71125,596267,8.383,8.536,3340589,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02104,105360,3832677,36.377,41.03,20754236,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02105,116245,3452774,29.703,34.743,17717637,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02106,108767,1793848,16.493,17.934,9588131,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02107,120087,2155304,17.948,20.449,10665747,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02108,94959,1488929,15.68,16.598,7829308,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02109,113691,3011507,26.489,29.514,15443376,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02110,93665,1286859,13.739,14.528,6699794,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02111,113778,3684057,32.379,36.156,19432306,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02112,99107,2410404,24.321,26.132,12626062,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02113,109785,2941214,26.791,29.601,15505389,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02114,103928,1351470,13.004,13.926,7094026,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02115,108988,1985208,18.215,19.954,10323626,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02116,118244,4083155,34.532,39.752,21585050,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02117,105351,1675885,15.908,17.209,8864600,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02118,118247,4342411,36.723,42.374,22883051,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02119,111517,3233609,28.997,32.439,16458748,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02120,111559,2942303,26.374,29.039,15395255,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02121,107193,1883685,17.573,19.128,9989832,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02122,107619,3306190,30.721,33.887,17502342,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02123,108827,3079987,28.302,31.987,16269759,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02124,116341,4389996,37.734,43.289,23017594,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02125,91956,1267764,13.787,14.631,6900643,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02125_rep,100814,3528613,35.001,38.399,18825816,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02126,94365,1486405,15.752,16.77,8078907,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02127,105425,1904904,18.069,19.997,9669098,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02128,105411,1467185,13.919,15.103,7896583,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02129,103844,2041817,19.662,21.399,11021236,undatum,Groupe_Baie_de_Fundy_SA_Inshore
S_23_02131,93865,1451948,15.468,16.418,7708120,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02132,102274,2105413,20.586,22.525,10723366,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02133,97470,1461414,14.993,16.09,7926737,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02134,96747,2058007,21.272,22.93,11115496,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02136,104952,2133070,20.324,21.991,11081089,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02137,103743,1870903,18.034,19.585,9906452,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02138,99452,1124594,11.308,11.96,5943378,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02139,110844,3000451,27.069,30.02,15714643,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02140,109132,3330644,30.519,33.747,17685244,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02141,96329,2060121,21.386,22.752,10704154,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02142,82053,855923,10.431,10.92,4486699,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02143,113941,3376448,29.633,33.108,17641450,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02144,115215,4291332,37.246,41.893,22497553,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02145,98330,1663311,16.916,18.002,8631019,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02146,111551,2529491,22.676,24.87,12989459,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02147,104286,1535215,14.721,15.762,7851605,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02148,101411,1623100,16.005,17.127,8337108,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02149,100987,2281525,22.592,24.27,11566999,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02150,113327,1543870,13.623,15.072,7692676,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02151,106313,2439438,22.946,25.257,12348147,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02152,102188,1830360,17.912,19.328,9622538,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02153,105475,1888482,17.905,19.574,9753138,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02154,108324,2726519,25.17,27.897,14473369,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02155,101714,2259906,22.218,23.937,11636227,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02156,112455,2843847,25.289,27.97,14700824,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02157,105882,1398060,13.204,14.23,6881800,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02158,122407,2614952,21.363,24.545,12934049,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02159,104767,3025148,28.875,31.878,16204570,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02160,100395,2693236,26.826,29.117,14200746,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02161,102886,1248826,12.138,12.908,6420903,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02161_rep,106504,1969254,18.49,20.048,10218110,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02162,98868,2298214,23.245,25.025,12066680,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02163,93545,1167929,12.485,13.225,6229283,undatum,Groupe_Baie_de_Fundy_GP_Inshore
S_23_02164,61535,476529,7.744,7.82,2642573,undatum,Groupe_Baie_de_Fundy_GL_Offshore
S_23_02165,98017,1398162,14.264,15.24,7401589,undatum,Groupe_Baie_de_Fundy_GL_Offshore
S_23_02166,104003,2086146,20.059,22.015,10764208,undatum,Groupe_Baie_de_Fundy_GL_Offshore
S_23_02167,103721,1848889,17.826,19.308,9693641,undatum,Groupe_Baie_de_Fundy_GL_Offshore
S_23_02168,103896,1429107,13.755,14.778,7518837,undatum,Groupe_Baie_de_Fundy_GL_Offshore
S_23_02169,102103,2099244,20.56,22.548,11286334,undatum,Groupe_Baie_de_Fundy_GL_Offshore
S_23_02170,106264,1221516,11.495,12.423,6134420,undatum,Groupe_Baie_de_Fundy_GL_Offshore
S_23_02171,84734,905810,10.69,11.066,4761998,undatum,Groupe_Baie_de_Fundy_GL_Offshore
S_23_02172,93339,852498,9.133,9.494,4202676,undatum,Groupe_Baie_de_Fundy_GL_Offshore
S_23_02173,85516,791662,9.257,9.627,4039418,undatum,Groupe_Baie_de_Fundy_GL_Offshore
S_23_02174,96004,1747346,18.201,19.457,9104666,undatum,Groupe_Baie_de_Fundy_GL_Offshore
S_23_02175,103813,1514217,14.586,15.674,7954719,undatum,Groupe_Baie_de_Fundy_GL_Offshore
S_23_02176,109001,1935280,17.755,19.348,9732497,undatum,Groupe_Baie_de_Fundy_GL_Offshore
S_23_02177,102074,1583174,15.51,16.664,8262538,undatum,Groupe_Baie_de_Fundy_GL_Offshore
S_23_02178,112557,2133555,18.955,20.903,11121994,undatum,Groupe_Baie_de_Fundy_GL_Offshore
S_23_02179,120434,2040710,16.945,19.13,10176552,undatum,Groupe_Baie_de_Fundy_GL_Offshore
S_23_02180,126094,2585465,20.504,24.089,12806008,undatum,Groupe_Baie_de_Fundy_GL_Offshore
S_23_02181,96594,1969950,20.394,21.84,10412897,undatum,Groupe_Baie_de_Fundy_GL_Offshore
S_23_02184,65821,564820,8.581,7.764,3033440,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02185,76044,772124,10.154,9.85,4116065,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02186,84509,899969,10.649,10.967,4758242,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02187,85095,1042733,12.254,11.539,5546739,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02188,78091,811359,10.39,9.163,4279607,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02189,81644,933415,11.433,11.693,5077864,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02190,88294,1014937,11.495,12.06,5572500,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02191,76568,672910,8.788,9.006,3734713,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02192,121158,2404740,19.848,21.692,11765163,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02193,87634,1037981,11.845,12.095,5466096,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02194,73760,633608,8.59,8.033,3186563,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02195,71568,795728,11.118,10.685,4460924,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02196,84075,970513,11.543,9.375,6622175,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02197,51018,579106,11.351,8.907,3046307,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02198,92782,1487547,16.033,14.399,8440249,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02199,98476,1414151,14.36,14.232,7543031,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02200,101363,1403473,13.846,13.873,7243332,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02201,79958,774971,9.692,9.168,4086375,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02202,74327,628884,8.461,8.059,3288943,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02203,74574,845934,11.344,8.814,8262312,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02204,76973,901884,11.717,11.045,4965810,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02205,103300,1450488,14.042,15.119,7772472,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02206,30216,621172,20.558,7.454,9153911,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02207,61980,636292,10.266,8.234,3427315,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02208,88223,1039811,11.786,12.106,5741171,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02210,97388,1696357,17.419,17.583,9000707,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02211,97124,1583080,16.3,15.798,8599301,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02212,93538,1353602,14.471,14.018,7152587,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02213,96381,1437283,14.913,15.656,7570502,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02214,112123,2114887,18.862,19.93,11136421,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02215,69890,575151,8.229,8.504,3137389,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02216,71958,594025,8.255,8.178,2991727,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02217,71931,843503,11.727,10.926,4510274,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02218,97956,1487816,15.189,15.414,7414335,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02219,59115,649294,10.984,7.83,4924641,undatum,Groupe_Newfoundland_NL_Offshore
S_23_02237,105203,2073731,19.712,22.059,10743784,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02238,85678,993338,11.594,12.041,5224572,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02239,98818,1127686,11.412,12.04,5910634,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02240,109146,3314892,30.371,34.646,17122206,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02241,96048,1404846,14.626,15.547,7506881,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02242,58638,465955,7.946,8.035,2760693,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02243,97793,924180,9.45,9.947,4598156,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02244,104982,1757984,16.746,18.159,9321900,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02244_rep,103259,1440687,13.952,15.047,7627604,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02245,104655,1707618,16.317,17.743,9115008,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02246,103110,2023543,19.625,21.247,10725255,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02247,96028,1265209,13.175,13.969,6298088,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02248,72191,745156,10.322,10.661,4182852,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02249,100076,1547944,15.468,16.669,8370230,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02250,92215,1188598,12.889,13.669,6927437,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02251,105205,1790284,17.017,18.537,9508263,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02252,106,2966,27.981,17.806,11116113,undatum,Groupe_Newfoundland_3Ps_Offshore
S_23_02253,74421,660195,8.871,9.096,3578249,undatum,Groupe_Newfoundland_3Ps_Offshore
